artwork_id,artist_id,title,year_created,medium,dimensions,description,collection_id
ART756,ARS091,Luminous Onyx Landscape,2015,Photograph,84 x 192 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL101
ART757,ARS058,Radiant Violet Mountain,1986,Mixed media,110 x 120 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL074
ART758,ARS001,Melancholic Ivory Mountain,1700,Mixed media,226 x 244 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL106
ART759,ARS049,Silent Indigo River No. 80,2014,Oil on canvas,71 x 239 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL084
ART760,ARS064,Hidden Indigo Sea,2006,Photograph,41 x 229 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL050
ART761,ARS042,Broken Ivory River No. 26,2002,Acrylic on canvas,97 x 180 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL008
ART762,ARS053,Shimmering Violet Mountain No. 78,1959,Digital print,153 x 120 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL129
ART763,ARS029,Distant Scarlet Sea,1979,Photograph,243 x 163 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL031
ART764,ARS137,Crimson Sapphire Reflection,1879,Photograph,216 x 234 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL113
ART765,ARS110,Misty Red Echo,1914,Mixed media,116 x 217 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL087
ART766,ARS037,Forgotten Violet Horizon,2009,Digital print,67 x 264 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL063
ART767,ARS067,Celestial Sapphire Mountain,1944,Installation,162 x 170 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL010
ART768,ARS036,Eternal Scarlet Memory No. 48,1952,Marble sculpture,215 x 179 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL041
ART769,ARS146,Whispering Violet Mountain,1921,Installation,95 x 105 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL075
ART770,ARS099,Vibrant Amber Harbor,1986,Marble sculpture,105 x 36 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL094
ART771,ARS131,Infinite Onyx Sea,1962,Installation,206 x 109 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL129
ART772,ARS081,Infinite Ivory Reflection,1959,Digital print,116 x 298 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL045
ART773,ARS124,Radiant Blue City,1936,Watercolor on paper,135 x 144 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL072
ART774,ARS031,Luminous Ivory Sea,1936,Ink on paper,298 x 146 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL094
ART775,ARS009,Radiant Red Silhouette,1963,Digital print,70 x 58 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL064
ART776,ARS063,Vibrant Emerald River No. 59,1910,Photograph,50 x 166 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL072
ART777,ARS024,Luminous Red Echo,1947,Ink on paper,136 x 146 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL123
ART778,ARS119,Golden Amber Sea No. 11,1962,Photograph,131 x 81 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL056
ART779,ARS125,Whispering Indigo Harbor,1953,Ink on paper,87 x 256 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL117
ART780,ARS001,Vibrant Onyx Landscape,1700,Digital print,198 x 289 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL073
ART781,ARS077,Vibrant Scarlet River,2018,Digital print,287 x 188 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL029
ART782,ARS047,Secret Blue Silhouette,1996,Watercolor on paper,270 x 283 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL046
ART783,ARS017,Distant Sapphire Dream,2012,Ink on paper,205 x 123 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART784,ARS060,Luminous Sapphire Light,2021,Marble sculpture,271 x 82 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL054
ART785,ARS147,Eternal Ivory Garden No. 51,2013,Installation,117 x 110 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL041
ART786,ARS084,Infinite Violet Landscape,2011,Marble sculpture,167 x 147 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL121
ART787,ARS078,Frozen Emerald Memory,1962,Marble sculpture,191 x 260 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL109
ART788,ARS145,Radiant Onyx Harbor,2005,Bronze sculpture,58 x 239 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL036
ART789,ARS117,Vibrant Blue Horizon No. 33,1994,Bronze sculpture,221 x 42 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL110
ART790,ARS098,Celestial Scarlet Shadow,1998,Marble sculpture,287 x 255 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART791,ARS020,Forgotten Emerald Silhouette,2021,Mixed media,270 x 53 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL125
ART792,ARS064,Vibrant Indigo Figure,1989,Marble sculpture,58 x 205 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL095
ART793,ARS113,Whispering Red Sea No. 10,2014,Watercolor on paper,241 x 107 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL077
ART794,ARS147,Luminous Scarlet City,1983,Oil on canvas,163 x 179 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL036
ART795,ARS018,Celestial Ivory Mountain,2002,Digital print,124 x 194 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL059
ART796,ARS118,Frozen Ivory Horizon,1921,Watercolor on paper,160 x 41 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL031
ART797,ARS106,Distant Onyx Sea,1956,Bronze sculpture,60 x 292 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL005
ART798,ARS145,Distant Blue Light,2000,Installation,281 x 174 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL086
ART799,ARS018,Golden Indigo City,2020,Photograph,87 x 111 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL023
ART800,ARS147,Broken Indigo Horizon,2012,Digital print,250 x 171 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL116
ART801,ARS039,Celestial Red Garden,1960,Mixed media,262 x 300 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL006
ART802,ARS103,Shimmering Sapphire Harbor,1921,Ink on paper,39 x 34 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL083
ART803,ARS110,Eternal Sapphire River,1941,Installation,264 x 132 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL091
ART804,ARS148,Eternal Amber Echo No. 24,1911,Watercolor on paper,43 x 50 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL090
ART805,ARS018,Celestial Ivory River,2002,Mixed media,185 x 113 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL070
ART806,ARS060,Luminous Ivory Harbor No. 57,1995,Digital print,222 x 43 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL054
ART807,ARS098,Crimson Violet Mountain,1998,Acrylic on canvas,224 x 93 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL045
ART808,ARS130,Shimmering Scarlet Dream No. 27,1981,Bronze sculpture,280 x 213 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL107
ART809,ARS049,Luminous Red Light,2006,Digital print,290 x 87 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL005
ART810,ARS002,Misty Ivory Symphony,1873,Ink on paper,252 x 183 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL022
ART811,ARS100,Secret Blue Sky,1897,Ink on paper,53 x 102 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL046
ART812,ARS145,Silent Emerald Light No. 61,1982,Marble sculpture,61 x 137 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL096
ART813,ARS107,Hidden Onyx Garden No. 67,2022,Bronze sculpture,107 x 122 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL029
ART814,ARS042,Silent Violet Horizon,2022,Installation,221 x 165 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL083
ART815,ARS008,Silent Ivory Harbor,1700,Oil on canvas,103 x 238 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL097
ART816,ARS135,Hidden Emerald Dream No. 29,2001,Acrylic on canvas,244 x 63 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL122
ART817,ARS119,Distant Scarlet Mountain No. 78,1932,Digital print,189 x 273 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL066
ART818,ARS033,Celestial Scarlet Symphony,1970,Digital print,79 x 274 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL051
ART819,ARS033,Forgotten Scarlet Echo,1937,Acrylic on canvas,145 x 72 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL104
ART820,ARS073,Misty Amber River,1915,Installation,198 x 266 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL069
ART821,ARS034,Shimmering Blue Reflection,1970,Watercolor on paper,123 x 37 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL009
ART822,ARS061,Hidden Onyx Silhouette No. 62,1974,Installation,206 x 126 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL104
ART823,ARS116,Luminous Violet Landscape,2018,Photograph,90 x 173 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL087
ART824,ARS087,Hidden Sapphire Silhouette,1986,Bronze sculpture,263 x 79 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL068
ART825,ARS017,Frozen Onyx Harbor,2002,Digital print,78 x 146 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL029
ART826,ARS031,Golden Scarlet Garden,1959,Oil on canvas,102 x 143 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL051
ART827,ARS091,Infinite Indigo Echo,1995,Photograph,215 x 147 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL043
ART828,ARS096,Hidden Red Garden,1938,Ink on paper,107 x 247 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL072
ART829,ARS013,Radiant Sapphire Reflection,1958,Bronze sculpture,273 x 269 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL035
ART830,ARS077,Silent Red Sky,2017,Installation,189 x 136 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL018
ART831,ARS016,Hidden Amber Reflection,2009,Ink on paper,230 x 129 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL090
ART832,ARS019,Forgotten Sapphire Echo,2011,Digital print,107 x 135 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL037
ART833,ARS071,Celestial Blue Dream,1977,Ink on paper,82 x 271 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL113
ART834,ARS077,Misty Scarlet Landscape,1979,Oil on canvas,204 x 169 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL098
ART835,ARS066,Misty Violet Path,1913,Ink on paper,279 x 179 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL027
ART836,ARS023,Frozen Amber Sea,2002,Acrylic on canvas,245 x 59 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL072
ART837,ARS071,Vibrant Scarlet Silhouette,2017,Acrylic on canvas,158 x 212 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL004
ART838,ARS026,Secret Amber Figure,1937,Acrylic on canvas,252 x 166 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL125
ART839,ARS144,Shimmering Onyx Landscape,1990,Installation,51 x 85 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL026
ART840,ARS148,Distant Onyx Forest,1955,Oil on canvas,265 x 297 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL103
ART841,ARS111,Silent Amber Figure No. 43,1937,Oil on canvas,179 x 241 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL117
ART842,ARS065,Forgotten Sapphire Mountain,1999,Watercolor on paper,264 x 164 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL054
ART843,ARS143,Melancholic Ivory Reflection,1923,Bronze sculpture,285 x 75 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL091
ART844,ARS138,Forgotten Ivory Memory No. 12,1934,Installation,237 x 190 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL128
ART845,ARS048,Radiant Amber Sky,2007,Digital print,209 x 202 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL093
ART846,ARS041,Hidden Ivory Harbor No. 75,2006,Photograph,289 x 181 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL046
ART847,ARS102,Golden Amber City No. 77,2009,Bronze sculpture,164 x 104 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL091
ART848,ARS102,Eternal Onyx Dream,2002,Ink on paper,72 x 195 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL114
ART849,ARS011,Vibrant Blue Sea No. 29,1937,Ink on paper,145 x 255 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL038
ART850,ARS004,Whispering Amber Harbor,1919,Photograph,254 x 242 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL050
ART851,ARS106,Hidden Scarlet Figure,1959,Bronze sculpture,228 x 163 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL068
ART852,ARS111,Frozen Ivory River,1953,Bronze sculpture,69 x 98 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL064
ART853,ARS138,Shimmering Emerald Dream,1944,Photograph,289 x 273 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL081
ART854,ARS027,Forgotten Ivory Shadow,1977,Installation,268 x 167 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL014
ART855,ARS118,Broken Violet Figure,1915,Photograph,41 x 259 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL015
ART856,ARS089,Secret Emerald City,1916,Oil on canvas,171 x 159 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL126
ART857,ARS111,Eternal Onyx Horizon,1950,Ink on paper,185 x 199 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL105
ART858,ARS037,Melancholic Indigo Silhouette,2018,Installation,57 x 213 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL031
ART859,ARS019,Golden Scarlet Path,2014,Watercolor on paper,157 x 121 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL008
ART860,ARS127,Misty Ivory City No. 52,1914,Mixed media,228 x 238 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL122
ART861,ARS036,Celestial Emerald Dream,1927,Digital print,250 x 159 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL024
ART862,ARS048,Vibrant Onyx Horizon No. 11,1988,Photograph,261 x 78 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL066
ART863,ARS006,Crimson Scarlet Forest,1934,Photograph,116 x 30 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL004
ART864,ARS002,Celestial Onyx Memory No. 73,1889,Watercolor on paper,221 x 65 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL049
ART865,ARS128,Hidden Scarlet Horizon,1996,Installation,109 x 221 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL046
ART866,ARS113,Hidden Scarlet Echo,2016,Photograph,45 x 49 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL031
ART867,ARS080,Whispering Red Symphony,1930,Ink on paper,81 x 284 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL040
ART868,ARS087,Broken Scarlet Reflection,1962,Ink on paper,63 x 203 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL094
ART869,ARS037,Crimson Ivory Forest,2014,Acrylic on canvas,80 x 296 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL083
ART870,ARS135,Shimmering Indigo Shadow,2023,Bronze sculpture,132 x 174 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL035
ART871,ARS115,Radiant Red Sea No. 14,2016,Marble sculpture,277 x 229 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL128
ART872,ARS074,Crimson Scarlet Forest No. 12,1958,Oil on canvas,118 x 190 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL008
ART873,ARS013,Whispering Onyx Horizon,1973,Photograph,56 x 252 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL046
ART874,ARS131,Frozen Blue Horizon No. 24,1966,Ink on paper,193 x 67 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL127
ART875,ARS053,Shimmering Indigo Harbor No. 49,1929,Oil on canvas,89 x 178 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL062
ART876,ARS085,Hidden Onyx River,1922,Watercolor on paper,52 x 109 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL064
ART877,ARS067,Distant Indigo Memory No. 35,1942,Mixed media,35 x 242 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL097
ART878,ARS072,Luminous Violet Sky,1926,Watercolor on paper,51 x 259 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL058
ART879,ARS019,Misty Red Garden,2023,Photograph,64 x 123 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL084
ART880,ARS043,Vibrant Onyx Memory,1909,Acrylic on canvas,163 x 85 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL102
ART881,ARS052,Golden Scarlet Sea No. 67,1908,Acrylic on canvas,270 x 275 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL029
ART882,ARS059,Crimson Onyx Garden No. 9,1958,Digital print,253 x 219 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL037
ART883,ARS114,Crimson Scarlet Horizon,1996,Watercolor on paper,52 x 37 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL088
ART884,ARS065,Hidden Ivory Mountain No. 8,2004,Marble sculpture,224 x 108 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL130
ART885,ARS017,Forgotten Emerald Horizon,2021,Digital print,254 x 42 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL018
ART886,ARS063,Infinite Sapphire Shadow No. 71,1928,Acrylic on canvas,59 x 87 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL105
ART887,ARS133,Melancholic Blue Landscape,2021,Oil on canvas,194 x 219 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL037
ART888,ARS027,Forgotten Blue Reflection No. 8,1998,Oil on canvas,91 x 144 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL019
ART889,ARS006,Vibrant Ivory Mountain,1941,Ink on paper,262 x 214 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL037
ART890,ARS074,Hidden Onyx Sky,1974,Marble sculpture,40 x 251 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL037
ART891,ARS011,Broken Onyx Shadow,1942,Ink on paper,94 x 210 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL104
ART892,ARS108,Distant Violet Mountain,1951,Bronze sculpture,267 x 216 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL084
ART893,ARS103,Eternal Scarlet Horizon No. 25,1933,Digital print,129 x 216 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL105
ART894,ARS096,Whispering Amber Reflection No. 14,1967,Oil on canvas,183 x 241 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL052
ART895,ARS056,Celestial Scarlet Garden,2018,Digital print,251 x 122 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL007
ART896,ARS053,Shimmering Emerald Reflection,2005,Mixed media,131 x 107 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL082
ART897,ARS120,Forgotten Emerald Sea,1963,Acrylic on canvas,79 x 63 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL006
ART898,ARS003,Crimson Ivory City,1944,Ink on paper,133 x 107 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL079
ART899,ARS017,Frozen Indigo Silhouette,2012,Watercolor on paper,273 x 203 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL075
ART900,ARS078,Eternal Emerald Path No. 80,1966,Marble sculpture,111 x 270 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL064
ART901,ARS030,Eternal Violet Dream,1903,Mixed media,225 x 272 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL123
ART902,ARS044,Silent Indigo Symphony,1998,Oil on canvas,123 x 259 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL126
ART903,ARS146,Frozen Ivory City,1910,Installation,120 x 99 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL077
ART904,ARS101,Eternal Red Horizon,2008,Bronze sculpture,179 x 72 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL127
ART905,ARS005,Shimmering Onyx Garden,1933,Marble sculpture,128 x 292 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL007
ART906,ARS126,Celestial Emerald Forest,1953,Digital print,186 x 164 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL111
ART907,ARS087,Crimson Sapphire Mountain,1976,Installation,46 x 96 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL003
ART908,ARS147,Silent Sapphire Reflection No. 61,1987,Marble sculpture,228 x 48 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL097
ART909,ARS086,Frozen Scarlet Path,2002,Marble sculpture,97 x 207 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL050
ART910,ARS126,Whispering Sapphire City,1951,Photograph,73 x 193 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL030
ART911,ARS006,Eternal Red River No. 48,1930,Acrylic on canvas,108 x 151 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL020
ART912,ARS003,Silent Ivory Landscape No. 75,1957,Installation,199 x 84 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL032
ART913,ARS015,Eternal Amber City No. 12,1857,Ink on paper,251 x 149 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL013
ART914,ARS021,Radiant Ivory Light No. 26,2021,Marble sculpture,125 x 270 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL016
ART915,ARS114,Hidden Scarlet Harbor No. 26,1989,Acrylic on canvas,103 x 126 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL020
ART916,ARS049,Hidden Ivory River No. 76,2007,Marble sculpture,241 x 289 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL056
ART917,ARS110,Vibrant Ivory River,1932,Acrylic on canvas,174 x 112 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL016
ART918,ARS017,Secret Ivory Forest,2011,Oil on canvas,70 x 258 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL023
ART919,ARS082,Shimmering Ivory Landscape,1907,Digital print,164 x 193 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL092
ART920,ARS123,Frozen Violet Memory,2001,Installation,127 x 146 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL044
ART921,ARS011,Frozen Onyx Mountain,1940,Digital print,236 x 267 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL116
ART922,ARS040,Eternal Onyx Path,1992,Watercolor on paper,192 x 225 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL103
ART923,ARS094,Silent Onyx Garden No. 24,1983,Mixed media,78 x 38 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL121
ART924,ARS039,Vibrant Ivory Horizon No. 51,1937,Ink on paper,185 x 172 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL049
ART925,ARS125,Secret Onyx Path,1908,Bronze sculpture,279 x 60 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART926,ARS018,Celestial Violet Landscape,2003,Ink on paper,295 x 283 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL107
ART927,ARS126,Silent Sapphire Garden,1928,Installation,249 x 92 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL034
ART928,ARS136,Whispering Ivory Symphony,1925,Acrylic on canvas,219 x 272 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL005
ART929,ARS115,Frozen Onyx River No. 42,2013,Marble sculpture,190 x 273 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL088
ART930,ARS148,Celestial Amber Echo,1928,Digital print,151 x 157 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL121
ART931,ARS005,Celestial Scarlet Dream,1929,Photograph,194 x 71 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL126
ART932,ARS119,Vibrant Red Mountain,1944,Bronze sculpture,171 x 103 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL016
ART933,ARS122,Secret Scarlet Echo,1987,Installation,278 x 190 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL052
ART934,ARS049,Misty Sapphire Forest,2004,Marble sculpture,298 x 288 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL064
ART935,ARS097,Distant Blue Memory,1898,Oil on canvas,181 x 42 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL108
ART936,ARS021,Frozen Violet Echo,2014,Bronze sculpture,110 x 257 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL028
ART937,ARS071,Broken Sapphire Horizon,1968,Installation,175 x 113 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL033
ART938,ARS083,Silent Red Forest,1962,Watercolor on paper,274 x 218 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL081
ART939,ARS097,Melancholic Blue Path,1930,Installation,121 x 197 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL009
ART940,ARS073,Celestial Indigo Figure No. 66,1884,Acrylic on canvas,97 x 284 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL018
ART941,ARS036,Eternal Red Light No. 31,1921,Bronze sculpture,214 x 212 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL021
ART942,ARS106,Crimson Scarlet Path,1948,Ink on paper,109 x 75 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL115
ART943,ARS041,Misty Sapphire River No. 72,1997,Digital print,56 x 145 cm,"An artwork exploring themes of light, space, and memory within a contemporary visual language.",COL011
