treatment_id,artwork_id,treatment_type,start_date,end_date,cost_usd,treatment_notes,staff_id
TRT152,ART099,Structural Stabilization,2010-03-13,2010-04-08,3508.25,Structural Stabilization carried out due to biological contamination; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF068
TRT153,ART993,Inpainting,2018-01-31,2018-05-30,15489.74,Inpainting carried out due to biological contamination; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF335
TRT154,ART063,Surface Cleaning,2013-09-20,2013-12-19,8066.72,Surface Cleaning carried out due to panel cracking; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF065
TRT155,ART284,Re-framing,2017-08-15,2017-12-04,24276.68,Re-framing carried out due to light damage and fading; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF060
TRT156,ART966,Re-framing,2013-09-15,2013-10-20,34535.27,Re-framing carried out due to canvas deformation; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF121
TRT157,ART019,Surface Cleaning,2016-12-28,2017-01-22,27163.01,Surface Cleaning carried out due to yellowed varnish; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF331
TRT158,ART965,Deacidification,2014-09-03,2014-10-10,15958.61,Deacidification carried out due to acidic backing board; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF525
TRT159,ART986,Pest Treatment,2012-06-14,2012-09-13,4718.03,Pest Treatment carried out due to panel cracking; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF300
TRT160,ART257,Structural Stabilization,2023-01-29,2023-05-28,14135.44,Structural Stabilization carried out due to acidic backing board; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF525
TRT161,ART993,Re-framing,2022-12-23,2023-04-03,6205.93,Re-framing carried out due to panel cracking; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF116
TRT162,ART402,Structural Stabilization,2012-07-08,2012-10-18,26715.9,Structural Stabilization carried out due to flaking paint layers; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF206
TRT163,ART841,Surface Cleaning,2013-09-12,2013-11-27,22530.6,Surface Cleaning carried out due to surface dust and grime; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF521
TRT164,ART849,Re-framing,2011-12-17,2012-03-19,34996.39,Re-framing carried out due to biological contamination; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF165
TRT165,ART254,Re-framing,2017-08-23,2017-12-02,12480.72,Re-framing carried out due to biological contamination; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF070
TRT166,ART306,Deacidification,2023-08-28,2023-09-29,9061.43,Deacidification carried out due to previous restoration discoloration; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF453
TRT167,ART870,Re-framing,2022-03-25,2022-07-15,3732.06,Re-framing carried out due to panel cracking; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF246
TRT168,ART652,Re-framing,2015-12-15,2016-01-13,25374.67,Re-framing carried out due to canvas deformation; treatment resulted in enhanced color balance. Documentation and photographs were added to the conservation record.,STF175
TRT169,ART346,Varnish Removal,2013-06-19,2013-09-26,2449.33,Varnish Removal carried out due to biological contamination; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF317
TRT170,ART606,Deacidification,2023-12-07,2024-03-05,31537.12,Deacidification carried out due to previous restoration discoloration; treatment resulted in reduced visual distraction. Documentation and photographs were added to the conservation record.,STF445
TRT171,ART841,Pest Treatment,2021-06-25,2021-09-22,6159.36,Pest Treatment carried out due to panel cracking; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF322
TRT172,ART698,Surface Cleaning,2011-05-28,2011-08-16,6887.54,Surface Cleaning carried out due to previous restoration discoloration; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF138
TRT173,ART031,Deacidification,2011-11-08,2012-02-16,21144.83,Deacidification carried out due to flaking paint layers; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF203
TRT174,ART661,Deacidification,2018-03-02,2018-03-12,5989.52,Deacidification carried out due to light damage and fading; treatment resulted in removed active infestation. Documentation and photographs were added to the conservation record.,STF289
TRT175,ART013,Structural Stabilization,2011-09-17,2011-11-28,33565.55,Structural Stabilization carried out due to yellowed varnish; treatment resulted in secured structural support. Documentation and photographs were added to the conservation record.,STF058
TRT176,ART419,Inpainting,2014-01-27,2014-05-21,2764.1,Inpainting carried out due to biological contamination; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF528
TRT177,ART262,Pest Treatment,2015-04-09,2015-04-27,5542.27,Pest Treatment carried out due to biological contamination; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF070
TRT178,ART745,Re-framing,2020-11-28,2021-03-15,14464.25,Re-framing carried out due to yellowed varnish; treatment resulted in reduced surface gloss variations. Documentation and photographs were added to the conservation record.,STF457
TRT179,ART317,Varnish Removal,2016-10-01,2016-10-18,13039.95,Varnish Removal carried out due to light damage and fading; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF447
TRT180,ART124,Inpainting,2023-11-27,2024-03-13,7345.05,Inpainting carried out due to flaking paint layers; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF209
TRT181,ART143,Pest Treatment,2018-02-06,2018-03-07,8112.66,Pest Treatment carried out due to frame instability; treatment resulted in stabilized paint layers. Documentation and photographs were added to the conservation record.,STF273
TRT182,ART876,Deacidification,2016-05-17,2016-06-09,27639.23,Deacidification carried out due to frame instability; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF400
TRT183,ART148,Pest Treatment,2013-04-04,2013-06-05,34294.15,Pest Treatment carried out due to previous restoration discoloration; treatment resulted in improved legibility of image. Documentation and photographs were added to the conservation record.,STF542
TRT184,ART208,Varnish Removal,2010-09-20,2010-10-02,2418.02,Varnish Removal carried out due to surface dust and grime; treatment resulted in minimized future deterioration risk. Documentation and photographs were added to the conservation record.,STF055
